,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,
SIM47,3.02356,5.455299,5.135566,6.173945,5.726295,6.347545,3.948781,3.195803,5.4287,1.030743,4.908316,4.586149,4.78862,5.347289,4.378297,3.823554,3.927294,1.201331,1.054925,3.601862,0.871854,3.497863,4.061713,6.030562,7.52727,7.554485,8.52252,9.087466,5.281677,6.969743,6.001457,5.680406,6.115415,3.617577,4.119083,5.778171,1.773464,2.123124,2.943597,3.427457,3.609452,3.608252,3.872853,6.032929,7.915725,12.09609,10.4809,13.00076,10.36045,11.03303,10.68918,8.779528,11.04705,7.70956,7.881213,8.953693,9.245825,6.137644,5.769309,6.657755,8.994948,9.025931,9.313915,9.881871,11.93099,10.16995,11.91668,11.65097,13.73448,11.93575,13.16409,13.71896,14.06909,14.77473,9.63671,9.475423,11.63419,10.05579,10.89685,12.27884,12.94254,12.01673,14.23225,13.38593,14.49742,14.81197,13.40784,12.4797,10.12616,10.24102,10.37416,6.824871,6.740046,6.758818,7.329622,7.428678,6.522916,7.851232,3.828313,5.838749,
SIM48,3.754672,4.742679,5.246943,3.141828,2.556057,1.40401,3.115535,3.927695,3.758243,4.638635,4.27618,1.571357,4.578208,6.008473,6.402813,7.759575,8.200544,7.247582,6.644673,7.977029,8.833965,8.579002,7.712172,7.355389,4.553127,6.311039,5.348477,7.005501,4.657344,3.558878,5.136075,5.155591,5.558854,3.998028,7.435056,6.849252,7.997699,10.93536,12.0291,10.84433,11.16212,13.11337,11.07566,8.746616,12.72418,9.019913,10.28254,9.214356,11.32949,14.07621,15.67891,10.77935,10.98464,11.17954,12.44487,10.70314,13.53629,14.88312,13.46932,11.40977,11.2613,12.75724,12.62367,12.7693,13.417,14.06,11.01757,11.06876,14.35164,15.00405,13.18071,14.28736,13.80778,12.26813,11.25652,12.07841,11.80839,13.14983,13.49924,12.7843,12.18136,12.63792,14.33883,13.17062,10.3347,10.45629,12.65131,13.16512,13.18206,11.26643,12.45178,15.18345,13.64561,11.64481,12.11356,13.49496,16.05746,12.90337,12.47068,12.01809,
SIM49,2.905692,4.421612,4.398884,5.07935,2.626804,2.805682,2.610639,2.698086,4.846648,6.361166,1.751649,2.663459,1.733182,3.452277,4.159153,5.310182,6.566662,3.734915,5.971227,5.054556,4.00796,4.766183,3.90522,5.230053,3.837261,7.124643,5.870881,7.885283,7.892708,6.206367,5.881153,5.611472,8.165143,10.93541,10.02207,7.552515,7.190628,8.488821,8.655311,9.796291,10.27639,9.930666,7.750766,6.344863,6.020458,10.52079,6.641053,7.435335,7.49658,9.109468,10.22012,12.05655,13.7506,13.84574,13.08125,8.669344,12.09756,13.3026,14.252,13.88869,13.4525,11.23846,12.96617,12.54532,12.84148,12.89486,13.45877,11.27071,11.21782,10.50554,11.66066,14.08048,11.03264,11.85315,10.6734,11.8099,12.46771,13.00845,15.30339,12.50071,10.13761,11.45546,10.89908,11.61123,13.4501,10.85835,10.62255,7.077602,8.136216,7.434483,7.037637,9.059424,6.904659,10.00113,6.473629,7.506246,7.199492,8.340113,6.475014,5.591969,
SIM50,2.758402,2.308228,1.801682,4.191467,1.309462,2.370615,2.943497,1.521054,2.189059,3.638715,3.444527,4.823649,5.197002,3.615187,3.019079,4.513915,4.448761,2.55645,3.90281,7.027629,4.020103,5.057511,4.45772,6.459047,5.921573,3.158704,2.416447,3.949382,3.675111,2.742676,1.563645,1.992542,2.291573,2.962785,4.883405,2.670184,3.156454,6.203251,3.611091,5.248443,3.46584,2.394451,0.723592,2.546243,4.458484,3.194923,3.947549,3.976311,2.676609,2.553106,2.077633,4.142055,2.771701,3.561335,4.178167,4.122516,2.71775,4.076278,5.107375,2.620414,4.108825,3.280144,4.574061,4.083115,2.336984,5.429703,3.402795,1.316206,2.549137,2.0755,1.304995,0.788113,3.494914,1.758844,-0.80387,1.819509,4.269015,4.824528,5.286927,6.076819,7.251797,4.207192,4.808781,6.902602,4.481768,4.528113,5.477034,5.607058,6.573701,6.847059,7.650596,6.743935,5.688344,4.386361,6.343247,5.295138,4.828599,6.989856,6.202699,4.705179,
SIM51,2.333633,4.479717,4.532167,4.513914,0.881633,0.820558,3.143625,4.169177,5.171214,0.43413,2.608539,4.432952,3.759881,2.735503,1.700324,2.004264,1.576633,4.33759,2.10722,1.630373,4.145654,4.743407,6.238206,4.353973,3.095285,4.524649,4.374391,3.845599,4.88131,5.363556,2.733408,4.238317,3.361894,4.818972,2.508535,5.016867,3.381617,4.229518,3.900342,1.873298,3.260913,3.211181,4.341044,5.481015,5.091291,5.119066,3.42746,3.73873,4.283758,4.774772,6.600743,6.428463,9.064975,10.23298,10.75301,11.98307,13.16774,10.99129,9.54305,8.369071,9.53463,6.595151,8.241761,9.547211,8.61708,8.60019,8.081655,9.43789,8.657345,11.70508,9.455294,11.85053,12.69633,11.83138,12.38954,9.308787,10.60663,11.30941,10.1873,10.31489,12.29188,10.1051,12.49298,12.12505,9.853574,8.211484,10.53171,9.392504,5.819697,5.497809,6.920243,7.01244,7.58336,8.522699,9.361442,11.10547,11.98756,12.0153,13.46919,14.80288,
SIM52,2.960066,1.995186,2.001855,3.849438,3.702716,1.450359,2.755432,1.895803,1.740647,1.477187,2.66007,3.280831,2.931713,2.439727,4.058558,3.117226,4.841677,2.632756,3.296046,0.607696,1.386542,3.20723,4.308825,4.368491,4.352937,4.305028,4.114904,3.798173,1.248663,3.806367,4.045386,3.217862,4.858829,4.515979,3.982856,2.011043,2.506605,2.960983,2.664501,3.595028,5.616256,5.536338,4.2237,4.19754,4.912279,6.519263,8.076284,6.55821,7.121149,7.467226,5.702419,7.364286,7.000745,4.705948,5.864214,4.562019,2.861777,2.53786,3.925587,3.021371,2.671002,1.257144,3.159568,3.173447,4.003838,1.933538,1.515312,2.979507,1.85363,3.402221,3.829478,4.034913,5.799511,5.768688,7.061422,5.665027,5.476628,5.622905,5.102782,7.192105,9.537952,12.30805,10.78334,10.80988,11.66971,13.68136,10.57965,12.82481,9.391554,9.831424,10.46654,9.712629,8.661361,8.791738,11.61429,8.919739,10.23034,10.76171,12.63709,11.91667,
SIM53,3.08121,2.552928,3.023407,3.019241,3.909276,1.678071,1.162018,1.388274,1.734353,1.928191,1.605484,1.286644,2.61984,2.515969,3.035601,4.126888,5.397824,6.549079,7.477006,8.386786,6.898899,6.038102,5.781201,4.685408,5.91422,6.991855,5.416724,6.158452,4.352227,4.600791,4.010542,2.894841,5.260889,4.655685,6.956352,8.319011,7.900596,7.778909,9.446515,8.869371,10.80773,10.59669,10.72098,8.669131,10.20586,13.43191,13.1284,14.40478,8.624641,10.32566,10.92668,12.32477,13.30364,13.31729,12.63525,14.09388,13.79347,14.69949,14.50862,12.22673,11.39625,11.7089,12.59099,13.42614,12.36799,12.31803,13.54198,13.80639,11.76682,12.09396,12.40684,12.4845,11.02112,10.86508,13.18607,11.50964,11.60881,11.2681,9.564417,10.62332,12.3779,8.562863,10.7587,8.558356,7.71692,9.64098,7.913703,7.041092,6.512258,5.894593,7.579931,7.69432,9.034294,9.910417,8.874018,7.203925,8.659895,6.972172,10.72378,10.29246,
SIM54,3.039927,1.769753,3.758301,2.656266,2.699598,-0.3251,0.400899,5.107405,6.25275,5.475286,6.247209,7.597265,5.859355,5.573702,5.626639,6.1263,8.114299,8.436897,8.994024,10.73741,11.47731,8.962702,8.686427,9.91176,9.89603,10.31694,8.779917,8.823638,10.26062,10.503,8.317218,11.303,12.87662,12.4575,12.27933,10.94595,11.33682,13.27173,12.46484,11.04052,11.9622,11.57581,13.43053,11.72149,12.15649,8.987492,11.65381,11.85797,11.6211,9.787291,9.475558,7.792253,7.394522,9.650143,7.177057,8.034818,7.9042,7.318026,7.743609,6.542117,8.445819,7.19779,7.899302,7.985646,9.287907,8.820901,9.37518,11.13556,10.2719,6.744026,8.746161,8.850079,5.6233,4.920234,3.985099,1.010496,1.725821,2.142942,2.192209,2.328192,3.35238,2.008333,3.101073,2.072446,4.847917,5.161109,5.745892,4.764033,2.705724,4.075953,6.914508,4.452984,6.920415,7.925426,5.408882,7.270276,4.919665,6.452219,7.093241,6.105218,
SIM55,2.501758,1.229954,1.831191,2.349781,1.205733,1.312644,3.48795,2.700448,0.958409,0.978551,1.198693,4.392782,3.466418,2.761437,-0.17147,1.038034,3.356968,2.625082,1.568212,0.591639,2.045953,2.887185,4.31229,0.939532,-1.68419,3.714663,1.617741,4.381065,5.66582,5.027323,4.958293,6.067555,5.473459,5.926642,4.922483,5.870085,4.875392,6.745983,6.204968,5.477286,3.92363,2.554064,2.981913,-0.48704,2.697084,1.872038,0.714108,1.100615,3.497934,2.528711,1.215831,3.335124,1.239932,4.15341,3.131834,2.333247,2.294034,4.409955,4.681744,5.295288,6.721324,3.469659,4.902304,7.647208,5.585318,4.570414,3.233778,4.714242,7.19998,4.555814,5.163135,7.253599,6.359087,8.762964,9.933998,8.75282,6.523421,6.597771,8.393264,8.005658,7.464625,6.061981,7.220384,9.380453,11.15116,10.63432,8.247185,11.75593,10.82923,7.749689,8.575394,9.82988,8.307848,8.490543,10.25833,10.36123,8.350049,10.00494,10.54334,6.858682,
SIM56,1.461372,2.5431,3.041588,2.107746,2.787653,1.803416,1.985064,2.162304,2.02228,4.116364,3.11604,4.424405,5.451948,4.695805,3.58572,4.856915,3.751147,2.601563,3.32502,5.957988,4.809597,3.295606,3.143801,4.268763,5.5737,5.819776,3.448074,7.418775,9.480108,6.36214,6.598029,8.053633,5.703681,6.851779,6.18488,6.057163,7.715753,7.736425,7.908982,5.504796,7.896153,7.309204,5.867441,6.922059,6.085468,7.113764,6.509249,6.774059,7.786997,8.354189,7.826103,8.283035,7.050708,4.964162,5.735445,6.56794,8.130527,9.303248,6.213026,7.457153,7.49923,6.315805,7.197189,7.396995,6.103221,3.481711,7.76757,7.181181,7.190002,5.208192,4.57108,7.119518,7.772493,4.866672,6.687536,6.743514,3.660869,2.756399,2.399749,1.946819,2.979874,2.258025,3.251028,4.02855,4.676459,4.173412,2.578505,2.783255,3.311805,3.182449,4.209827,2.835098,5.972794,5.478434,6.360977,6.274514,5.641657,5.924974,6.566885,4.773674,
SIM57,1.613982,1.283474,2.949751,2.834237,3.440994,0.043725,1.831302,2.284857,2.766046,3.352376,1.852011,2.509286,2.681978,3.229345,3.485064,3.594221,3.716265,2.679986,3.038883,2.569584,3.402027,1.157221,2.671322,4.561118,4.892107,2.842626,4.293693,3.322746,4.734334,6.018431,6.293007,4.208259,0.951185,0.513212,4.362822,5.230131,4.04534,7.358693,6.305074,8.786337,7.384052,9.351294,10.46466,8.780889,12.32204,11.19766,10.59449,12.71507,15.70311,11.32556,12.2407,10.56911,12.04678,8.724439,9.076319,11.2093,7.785473,8.487733,6.414738,8.297822,9.786165,8.193762,7.384803,8.138835,10.81501,10.9212,11.13394,8.649369,9.778597,12.30146,10.60051,11.69642,8.402043,7.87513,6.763866,7.3721,8.842076,8.962628,7.713722,8.894091,6.483628,7.900591,6.162926,6.913924,6.336398,6.384303,6.294714,6.23152,6.959221,7.323612,6.449185,6.996911,6.506195,8.422943,8.832128,9.949098,10.27441,8.686406,10.70555,8.540562,
SIM58,1.655847,2.979445,7.429793,5.0891,5.082827,3.324245,5.65567,2.775116,6.32024,5.186539,6.588215,6.922094,6.008169,8.156215,8.472428,8.800783,6.91544,5.596223,3.672549,5.77887,8.987197,6.285589,7.486898,8.509168,6.978651,7.963761,6.187342,4.19793,6.050655,8.152737,3.923798,4.918115,2.153822,0.399701,3.370212,1.658506,4.196001,1.924446,3.922109,3.840178,2.37698,3.755669,4.675569,3.836685,4.541506,2.717347,2.538016,2.891673,2.491938,5.019495,3.276611,3.798387,1.761723,2.142104,4.179419,1.963251,6.341324,4.335926,7.024964,7.906698,8.705927,9.036439,7.080397,9.40109,10.66574,9.330721,9.466362,11.28982,8.836931,7.478988,8.44478,8.934025,6.037033,5.878468,6.400558,5.542284,6.639659,7.98442,7.915877,6.479849,5.679513,8.174841,5.440478,6.167585,6.756488,7.23844,6.126793,5.516821,7.107134,6.133791,6.745758,7.524606,6.590291,6.528815,6.809695,4.42303,5.186828,3.879428,4.319593,5.588126,
SIM59,0.527284,2.993929,4.878287,3.356564,0.508903,4.777595,0.445817,3.975744,2.176475,2.868118,2.497969,4.001044,4.137915,1.675861,0.008838,-0.44009,0.252675,0.943942,4.939338,5.82037,2.792308,1.030055,2.77604,3.367492,4.088221,1.236436,5.076565,1.643367,3.883261,2.357632,1.031024,2.179023,3.511897,1.588715,3.799038,4.201564,3.792959,4.789108,3.13717,1.887537,0.742264,2.895465,4.400348,2.058386,4.380832,3.241616,3.541836,5.004819,2.867421,4.227296,3.830716,0.415966,2.225282,0.458319,1.708332,2.924455,4.542634,2.193809,3.293184,4.467936,4.368517,6.972009,8.875069,7.970161,7.473899,7.161537,6.850512,6.841629,8.903981,8.909868,5.910845,5.44057,6.361986,4.668096,5.425746,2.594095,4.345838,4.956723,3.485907,4.225287,2.450596,2.807267,1.5098,-0.61767,0.882054,1.441431,4.778706,3.852212,4.292032,3.764721,1.825467,4.10675,3.232011,1.053105,1.125662,4.448396,6.08544,7.01225,8.755319,9.45763,
SIM60,1.770633,3.757686,5.681964,4.833277,5.521696,5.277125,3.81091,4.269447,6.715615,6.416572,5.583788,4.535197,6.445932,6.994918,5.571413,7.482467,8.600787,4.366437,5.450606,3.933682,5.658094,6.718175,8.244216,7.240421,9.007478,8.087129,8.375547,8.282266,7.822322,8.316621,8.325926,7.662665,7.107854,7.269787,9.771206,10.60896,11.51501,11.28079,8.508794,8.274241,11.09889,11.35849,11.04428,11.93983,14.17191,12.0215,10.68564,10.38072,10.56441,6.589979,8.726277,10.04578,8.911219,8.233629,6.169953,4.853527,3.740642,1.388798,3.731726,2.006507,4.90367,4.780339,6.400231,4.341025,3.734157,2.222725,3.527118,3.570362,5.195395,3.564927,2.30509,2.79325,5.037006,3.881173,4.255485,3.707545,2.531689,3.267321,5.154378,4.613841,5.026057,3.749733,1.903557,1.640502,2.73552,2.233084,4.006235,3.721865,4.358141,4.12107,3.6817,1.490392,1.094426,1.729897,2.926716,3.634804,2.856305,3.034063,5.393262,2.058186,
SIM61,0.77297,3.133494,2.209263,3.129071,4.21539,3.794685,4.96098,4.893944,5.681439,2.309262,1.55227,2.301472,2.701251,1.623368,3.77239,5.565786,1.368401,2.833972,1.015857,2.616959,2.98996,1.263104,2.004025,2.535381,2.017613,1.565618,1.872373,0.741465,2.691033,5.071191,3.51587,4.68631,3.949158,6.615057,3.277103,1.933567,4.229638,4.272778,3.516165,2.525778,3.949009,3.280861,4.102963,4.699514,1.316136,2.496586,2.169619,2.281579,1.807235,2.460747,1.772465,1.738127,2.981851,1.914372,2.115485,4.035563,4.354779,2.32317,2.686324,4.963423,2.73319,0.391053,3.023454,4.679673,4.215828,5.937959,4.690825,5.765983,4.093059,4.273776,3.272829,6.311022,5.85429,6.470784,5.673276,8.34993,5.937607,7.630511,6.328698,7.063353,8.083508,7.870055,7.997589,8.258657,10.15629,10.23932,13.02629,13.04463,14.91089,13.23315,15.10385,13.2773,14.77647,11.75407,13.9352,12.38031,13.01911,14.18133,11.58351,13.45936,
SIM62,3.397307,1.349303,3.077842,1.974285,3.6236,4.078357,5.226603,4.478187,3.357406,5.833149,3.870239,5.968982,6.696858,4.249643,5.558856,6.382373,4.537406,5.21116,4.733379,3.887642,4.163167,4.469218,5.846742,8.013503,7.422379,9.366052,9.961683,6.795741,10.44525,12.57365,12.34803,14.71291,14.7812,14.60028,11.87836,13.65683,14.018,13.28098,15.4599,11.32973,11.10679,13.282,11.99569,13.51289,12.58031,12.06937,12.12453,13.36464,10.66795,9.603531,9.81638,8.871931,8.389217,4.483945,7.648411,8.076541,8.209621,11.23173,9.305625,10.84021,12.78268,11.15559,11.78547,12.42168,10.19162,12.05045,10.13644,8.756773,10.78666,6.890895,7.884379,7.117804,5.960309,8.46556,8.239546,8.874737,7.99795,8.318053,6.381428,7.568038,8.339451,9.895118,10.04204,9.258718,10.23662,11.2916,9.070059,10.21882,10.59335,8.674225,11.76517,10.47468,11.25314,11.34333,10.3096,11.08935,11.82783,10.03032,11.35501,11.85462,
SIM63,3.033369,2.008472,3.550321,1.340522,2.355098,2.879175,1.435849,4.205699,4.065635,-0.16098,4.086714,3.261734,2.815083,3.900491,2.978879,1.836968,2.582516,4.064679,2.892269,2.925337,0.892615,2.309661,4.565564,6.02684,5.095108,5.422249,6.168677,6.756307,6.510976,6.095291,7.398375,5.789324,8.306227,9.263985,8.085946,8.692689,7.56853,8.199836,9.348839,8.07535,8.286387,10.81472,7.102411,8.564167,9.793444,11.95621,12.05734,9.4372,10.20236,8.062653,6.411193,7.44124,7.142376,5.464387,7.71268,7.853087,6.738286,6.446059,5.497343,8.886322,8.726643,7.195976,6.064732,3.844677,4.989725,4.178596,2.349069,4.43625,7.456158,6.102925,6.401298,4.731532,5.693485,4.184558,7.445414,6.761122,7.769987,8.243849,8.449784,11.48098,12.43011,13.01151,12.47482,12.78017,12.62497,13.18534,13.53635,14.52931,11.86445,11.58128,14.9181,13.00145,12.25318,13.68359,14.10044,13.98505,12.99778,12.65477,13.93996,10.50548,
SIM64,1.893103,2.088602,3.882782,3.591394,3.835181,2.703098,3.933116,3.753688,5.472746,5.36225,3.266828,4.717309,3.730941,3.637692,5.397257,3.708314,4.200232,6.964699,3.123231,6.58197,6.130869,5.887268,4.794757,5.901476,3.507385,2.546882,5.958484,6.612549,7.015841,8.102259,10.46009,11.97334,9.514597,8.975407,7.608469,8.068834,7.732508,7.935992,9.253015,7.784381,9.019923,8.207605,7.820346,5.190121,6.096066,6.857089,5.101604,6.927918,7.044052,4.751141,5.629162,8.253347,6.598638,6.018592,6.363464,3.326767,5.764256,3.502235,4.199546,2.318056,3.296159,1.281021,2.856495,2.194542,2.819452,1.242135,2.971329,2.836655,3.05627,4.435808,3.067536,3.605503,4.160163,0.413793,2.419673,1.442258,2.618562,2.574358,1.551976,5.306758,2.373395,0.233734,3.19128,3.63219,4.22962,3.658511,4.913515,5.796023,6.330319,2.169564,2.768347,3.040461,3.099208,3.166495,4.531999,3.754097,5.939657,4.675489,5.873483,5.342351,
SIM65,2.414004,2.552922,4.529045,1.539265,2.914639,4.288539,4.953125,6.073181,5.216073,4.379382,5.226443,1.93391,4.020213,2.391042,4.923727,4.167348,3.628308,3.664776,6.037575,2.450934,0.886038,2.126752,2.575108,1.146213,2.607111,0.135751,2.520721,2.737127,3.856903,5.872458,5.331563,4.466638,6.371169,5.490465,6.428949,8.639358,8.065399,7.19292,8.67838,5.043573,8.81509,9.076094,7.336129,8.220721,9.178541,7.282429,9.068451,7.957233,8.85906,11.45814,6.338572,8.636587,6.95758,7.944052,8.140994,7.934691,8.97711,6.360814,7.163461,5.202274,5.556773,3.527662,4.773847,5.208093,7.987933,5.386741,5.934006,4.435491,5.006913,4.937304,3.231225,2.146043,1.570805,-0.67409,2.254542,2.521588,4.334721,1.217952,6.031966,1.161231,2.249417,3.273022,5.755149,5.913294,5.176988,0.525313,1.370215,3.158655,3.638791,2.827924,1.76375,1.555823,2.040619,3.886161,2.439913,3.424422,4.474296,5.183144,5.189512,2.804688,
SIM66,4.354438,1.673415,1.72045,0.385144,4.978386,5.00345,6.137832,0.37495,0.59595,2.728178,2.159433,1.363762,3.081192,5.553622,3.847205,2.931058,2.546776,4.180323,4.622869,2.165157,0.237172,2.830761,2.445111,5.106342,2.125772,1.399112,2.276163,3.680523,3.100893,2.03151,0.998585,0.081428,1.227967,2.596037,3.522436,3.839834,5.178276,2.144277,3.043529,3.74358,3.002447,3.491685,1.950493,2.596035,1.475515,2.047955,3.194871,2.909383,5.645279,6.483621,5.564816,6.075103,6.799735,5.132452,5.434296,7.62797,6.871954,6.904379,7.82687,8.281939,5.535142,6.149902,8.042787,6.992969,6.956898,6.319919,7.214933,7.34013,7.206158,10.89521,11.42674,13.4426,10.04613,11.10472,13.08786,11.90007,11.80878,10.60369,10.12526,12.13574,9.760871,8.160378,9.467287,10.30835,9.84794,9.088988,10.50094,11.86962,10.80533,10.17183,10.29902,10.56497,10.93704,11.94283,7.845326,8.037937,7.034779,8.013687,8.502784,7.054257,
SIM67,-0.33851,1.920579,3.694805,4.077739,2.579266,0.779572,2.098826,2.897621,2.13582,3.97369,3.966057,6.299667,4.186182,4.801408,5.441005,7.261913,9.662432,9.712979,9.868778,9.473225,11.9373,9.224099,10.34576,10.08786,11.22402,12.91124,12.60242,13.49443,14.65943,11.59116,14.40859,14.29869,10.11581,11.40071,10.55784,11.33468,11.38375,13.09452,10.77955,12.61509,10.83373,10.40595,11.13444,11.35177,12.7722,10.97286,12.41949,13.16562,13.74248,13.39972,13.03814,14.78626,14.63823,12.57846,11.89615,11.78969,9.767283,9.329272,10.22557,9.768527,10.75304,10.42304,11.05495,11.48313,9.731101,10.66259,12.1918,9.447519,10.80247,9.033161,11.31848,7.149535,7.820852,5.809209,7.108569,7.879098,9.563065,11.17698,7.839546,10.44196,10.09451,10.13103,8.930564,10.7582,8.92431,11.37892,10.51197,9.364292,12.19855,9.650017,7.664169,9.097244,11.78616,10.2965,9.945161,11.05172,13.30038,10.05359,11.5351,10.05923,
SIM68,2.030265,1.285644,2.646734,4.071982,4.220329,5.644319,2.923918,1.374469,3.3564,4.97224,4.199125,0.855949,2.734697,3.548641,2.920283,0.926432,2.492618,3.776741,2.532381,5.519069,3.491905,4.6471,3.551242,3.365642,2.202821,3.212247,2.820225,2.535623,1.690537,4.441322,4.235254,3.744513,4.052506,0.866839,2.888283,6.149022,7.732493,3.803397,5.720433,1.822799,2.336717,1.307894,2.589797,4.736096,5.063931,6.751306,5.304943,3.468613,5.18071,7.416296,4.118514,5.221285,4.87796,3.326884,3.710959,1.343904,3.724336,3.47754,6.25719,3.1674,1.301758,1.864017,1.03746,2.934658,3.812799,3.27573,2.311219,3.26222,1.386223,-0.31684,2.140282,1.102718,2.835116,3.721562,3.955972,0.708486,2.692957,2.367221,4.582041,2.795299,2.272068,3.28844,2.609054,3.248473,4.551689,5.366685,2.821946,4.636383,7.246444,3.864173,7.001956,7.328535,8.315674,11.25607,11.30883,14.37804,12.56007,12.70206,14.492,14.84953,
SIM69,3.102079,1.235704,2.963732,1.405425,2.082309,0.822544,3.304367,0.923755,0.663253,3.868897,5.040387,4.788474,6.440424,6.513339,6.806856,6.313196,4.084603,5.418383,5.189175,5.554086,4.469333,5.31872,7.005084,6.951683,5.381429,4.140785,3.825258,5.860082,6.310969,3.505477,1.985808,3.421152,4.064164,3.368699,2.140373,1.585453,2.991584,2.989933,2.804227,4.434433,2.312419,0.976696,3.735439,3.831594,4.14313,2.699076,4.118862,1.801486,4.125054,4.561678,6.304734,6.39284,4.804705,6.099153,6.123152,8.005141,8.795237,8.158107,7.636548,5.742845,5.723175,3.18356,5.518193,3.845351,5.879219,4.278099,4.863729,2.983796,3.659422,4.346732,3.214747,4.59941,3.483522,3.989443,3.145627,5.81422,7.853814,6.784245,6.95686,8.520652,7.784951,4.108509,5.014415,6.15917,4.678385,3.629283,3.515569,4.352243,2.86763,3.331353,2.023408,1.686741,2.959159,2.63176,5.558568,7.416591,6.143349,6.948034,5.863108,5.453879,
SIM70,2.029562,0.991151,2.552304,1.090723,2.69738,1.483934,1.150296,1.276887,2.374426,1.660969,3.847733,4.282715,3.118083,1.498383,4.481759,3.625787,4.178234,4.935224,6.04882,4.793909,5.367419,6.259697,5.336681,5.641057,5.823931,7.529074,6.17387,6.243819,7.227902,6.490499,8.267729,9.64636,8.155524,6.499681,5.711314,9.962318,8.235069,8.227572,9.596059,9.869808,9.825829,11.684,10.93027,9.880056,10.03436,7.987696,9.931524,9.756099,9.939267,9.726991,11.28392,8.833664,10.96636,8.73637,9.372955,8.067416,8.82282,7.371777,9.194165,7.437061,9.979728,9.418079,8.369808,6.856871,9.302039,9.001361,9.591483,8.496591,8.024319,6.473677,7.399546,6.892404,9.618097,7.625415,10.28722,10.27922,9.166179,11.55912,9.953688,10.61465,12.26094,12.77002,12.9481,12.33614,13.33316,9.390898,11.49749,10.95808,11.16712,11.27349,7.996731,6.428948,8.71149,11.20151,10.58146,10.67019,10.15752,10.98981,11.72411,13.27385,
SIM71,2.217822,1.622143,2.314928,3.804412,1.196784,3.536778,2.391226,3.350672,2.185282,4.048646,6.619472,4.609905,6.101866,6.880239,5.758443,6.101228,5.059772,6.297935,7.109887,4.748194,6.304952,7.418452,5.472611,6.504853,7.90693,5.252414,7.513205,4.663189,6.123902,5.969911,8.649664,8.80021,10.80539,7.037272,6.184106,6.119512,8.14961,5.123926,4.117506,3.489667,4.258261,4.14571,4.892161,5.450398,4.960874,6.167161,3.93705,1.534487,1.48336,-0.16082,0.570702,1.163119,2.507243,1.324009,3.62463,4.138427,1.854762,3.113114,3.598536,1.356979,3.449196,4.163218,5.816524,3.725789,6.92276,7.089414,4.973416,7.937745,7.409869,9.025561,10.41389,7.971537,7.43289,5.388828,7.963432,10.41424,9.975451,9.123083,10.75739,11.04671,11.71833,11.35453,12.1023,12.38863,9.352802,11.31083,13.16152,13.1968,11.0471,15.00992,13.71305,12.18707,14.26788,13.13962,14.17351,16.11424,13.42668,13.31201,7.969742,12.79924,
SIM72,0.180858,2.117013,2.813927,1.436699,4.253254,3.827904,2.696878,4.28921,5.813352,7.340551,6.661494,4.752119,6.585816,5.411635,6.308489,2.966099,3.615353,4.60628,6.005872,5.434633,6.367479,7.74779,6.921003,8.407949,9.12187,9.511647,10.1818,9.75374,9.474687,8.453245,10.1456,10.58275,10.65875,9.083454,8.58185,9.617682,6.079268,8.964672,7.672663,10.07691,8.903637,9.389327,7.574033,6.394445,6.82499,7.156114,8.865537,8.008808,3.660392,6.615881,4.926678,6.707791,6.336753,5.548918,7.547358,4.857671,6.413217,6.60668,4.002658,2.755228,2.935064,2.487939,4.486635,5.352826,5.159497,5.399046,7.21248,6.510512,7.670191,9.650731,4.811049,3.724418,2.567262,4.06027,4.573637,5.284451,3.403649,5.328271,2.320435,4.118916,1.477557,2.661831,-0.83996,1.762307,2.725587,2.565529,4.477972,4.804753,6.527169,1.615781,2.112471,2.298894,3.039317,3.279799,1.816641,5.15901,3.598459,4.724401,3.440849,4.948998,
